provisional_00001.jpg,183,0.835449,134,0.044617,189,0.035553,184,0.024643,71,0.014374,707.669238
provisional_00002.jpg,65,0.825684,46,0.130615,137,0.043427,111,0.000073,1,0.000000,652.186727
provisional_00003.jpg,27,0.992188,26,0.004524,20,0.001814,169,0.000971,24,0.000134,651.837299
provisional_00004.jpg,71,0.285889,1,0.205078,41,0.088562,168,0.055878,36,0.054779,652.711051
provisional_00005.jpg,194,0.478516,113,0.403076,3,0.023926,164,0.015083,150,0.013893,652.611982
provisional_00006.jpg,6,0.965820,2,0.015854,13,0.005032,9,0.002621,102,0.002190,652.701144
provisional_00007.jpg,12,0.975098,13,0.011665,6,0.001623,154,0.001268,94,0.001259,650.892044
provisional_00008.jpg,2,0.339111,111,0.206421,15,0.057587,74,0.048462,129,0.044495,652.860777
provisional_00009.jpg,173,0.497070,1,0.106689,157,0.074158,194,0.052399,193,0.043457,652.516267
provisional_00010.jpg,181,1.000000,1,0.000000,2,0.000000,3,0.000000,4,0.000000,652.672158
provisional_00011.jpg,168,0.979004,36,0.015823,5,0.002794,1,0.000826,177,0.000595,652.961687
provisional_00012.jpg,69,1.000000,1,0.000000,2,0.000000,3,0.000000,4,0.000000,651.487895
provisional_00013.jpg,52,0.952637,106,0.009674,147,0.006805,88,0.005424,157,0.004677,652.183686
provisional_00014.jpg,195,0.361816,171,0.163696,180,0.113892,36,0.061676,173,0.046722,652.192800
provisional_00015.jpg,197,0.844238,195,0.126465,179,0.017242,170,0.003267,4,0.002186,651.165495
provisional_00016.jpg,113,0.874512,194,0.034454,38,0.032623,197,0.030884,150,0.018021,651.399855
provisional_00017.jpg,74,0.754395,73,0.208008,88,0.011368,87,0.007572,163,0.006329,653.665515
provisional_00018.jpg,10,0.975098,15,0.020096,24,0.001974,19,0.001592,11,0.000144,653.372418
provisional_00019.jpg,30,0.998047,44,0.002003,76,0.000105,110,0.000069,1,0.000000,652.492720
provisional_00020.jpg,155,0.312012,56,0.229126,100,0.195312,94,0.175049,105,0.020584,652.115387
provisional_00021.jpg,42,0.994141,138,0.001133,77,0.001106,46,0.000677,83,0.000478,650.908622
provisional_00022.jpg,26,1.000000,1,0.000000,2,0.000000,3,0.000000,4,0.000000,652.570697
provisional_00023.jpg,33,0.964355,200,0.016602,100,0.005623,185,0.002281,1,0.001721,651.112982
provisional_00024.jpg,182,0.989258,32,0.009850,189,0.000304,188,0.000156,105,0.000065,652.063719
provisional_00025.jpg,97,1.000000,159,0.000140,1,0.000000,2,0.000000,3,0.000000,652.671736
provisional_00026.jpg,65,0.377930,46,0.303711,160,0.172974,137,0.100098,45,0.023499,652.438098
provisional_00027.jpg,101,0.901367,199,0.055847,165,0.032562,28,0.005573,102,0.001355,652.611554
provisional_00028.jpg,53,0.852051,55,0.143555,30,0.001939,94,0.000694,56,0.000482,652.659449
provisional_00029.jpg,120,0.976074,142,0.015167,131,0.002731,153,0.001612,100,0.001280,652.047859
provisional_00030.jpg,177,0.976074,1,0.015060,5,0.008255,183,0.000427,134,0.000155,651.840233
provisional_00031.jpg,61,1.000000,1,0.000000,2,0.000000,3,0.000000,4,0.000000,650.858564
provisional_00032.jpg,4,0.989258,196,0.002834,175,0.001547,87,0.000681,199,0.000673,651.154246
provisional_00033.jpg,10,0.997070,159,0.001646,11,0.000447,15,0.000265,141,0.000182,651.881917
provisional_00034.jpg,162,0.950684,150,0.032288,123,0.006664,88,0.003798,59,0.003765,650.224298
provisional_00035.jpg,199,0.998047,146,0.000655,125,0.000382,36,0.000278,147,0.000213,651.636285
provisional_00036.jpg,167,0.912598,86,0.014359,139,0.013695,114,0.010338,75,0.010254,650.366449
provisional_00037.jpg,101,0.879883,102,0.051422,150,0.011116,199,0.007324,190,0.005173,652.465943
provisional_00038.jpg,2,0.484375,190,0.120544,95,0.066895,102,0.053497,106,0.029556,652.524078
provisional_00039.jpg,124,0.544922,166,0.451904,132,0.000704,128,0.000693,63,0.000609,652.708442
provisional_00040.jpg,41,1.000000,1,0.000000,2,0.000000,3,0.000000,4,0.000000,651.582388
provisional_00041.jpg,123,0.752441,58,0.089172,59,0.045898,147,0.034241,96,0.022720,652.578700
provisional_00042.jpg,57,1.000000,1,0.000000,2,0.000000,3,0.000000,4,0.000000,651.407920
provisional_00043.jpg,164,0.395020,39,0.305420,111,0.071350,88,0.050629,17,0.031799,651.886442
provisional_00044.jpg,114,0.495605,167,0.198730,116,0.079346,64,0.074829,129,0.072815,652.170218
